Parcela,Familia,Especie,Morfo,Taxon,N Indv,Alcool,Data,Longitude,Latitude,Coletor,Tombo
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,52,92,09/23/2012,-59.838231476,-3.3488872368,Colmenares,3476
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,18,92,09/23/2012,-59.838231476,-3.3488872368,Ferreira,3477
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,10,92,09/23/2012,-59.838231476,-3.3488872368,Colmenares,3478
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,31,92,09/23/2012,-59.838231476,-3.3488872368,Colmenares,3479
M1_TN_2500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,10,92,09/23/2012,-59.838231476,-3.3488872368,Ferreira,3480
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,8,92,09/23/2012,-59.838231476,-3.3488872368,Colmenares,3481
M1_TN_2500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,10,92,09/23/2012,-59.838231476,-3.3488872368,Ferreira,3482
M1_TN_2500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/23/2012,-59.838231476,-3.3488872368,Colmenares,3483
M1_TN_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,09/23/2012,-59.8295038,-3.34645619999,Ferreira,3484
M1_TN_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/23/2012,-59.8295038,-3.34645619999,Colmenares,3485
M1_TN_3500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/23/2012,-59.8295038,-3.34645619999,Ferreira,3486
M1_TN_3500,Sclerosomatidae,Gen1_sp1,a,Sc_Gen1_sp1_a,1,92,09/23/2012,-59.8295038,-3.34645619999,Colmenares,3487
M1_TN_3500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,6,92,09/23/2012,-59.8295038,-3.34645619999,Ferreira,3488
M1_TN_3500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,100,09/23/2012,-59.8295038,-3.34645619999,Ferreira,3489
M1_TN_4500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,30,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3490
M1_TN_4500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,36,92,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3491
M1_TN_4500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3492
M1_TN_4500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,3,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3493
M1_TN_4500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3494
M1_TN_4500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3495
M1_TN_4500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3496
M1_TN_4500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3497
M1_TN_4500,Cosmetidae,Gen1_sp1,,Co_Gen1_sp1,8,92,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3498
M1_TN_4500,Stygnidae,Stygnus_armatus,,St_Stygnus_armatus,1,92,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3499
M1_TN_4500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,1,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3500
M1_TN_4500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,8,100,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3501
M1_TN_4500,Cosmetidae,Gen1_sp2,,Co_Gen1_sp2,5,92,09/23/2012,-59.8208240233,-3.3443978895,Colmenares,3502
M1_TN_4500,Cosmetidae,Gen1_sp2,,Co_Gen1_sp2,2,92,09/23/2012,-59.8208240233,-3.3443978895,Ferreira,3503
M1_TS_0500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,92,09/21/2012,-59.8208240233,-3.3443978895,Colmenares,3504
M1_TS_0500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/21/2012,-59.8530370183,-3.3629249968,Colmenares,3505
M1_TS_0500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/21/2012,-59.8530370183,-3.3629249968,Colmenares,3506
M1_TS_0500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,100,09/21/2012,-59.8530370183,-3.3629249968,Ferreira,3507
M1_TS_1500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,6,92,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3508
M1_TS_1500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,92,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3509
M1_TS_1500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3510
M1_TS_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/21/2012,-59.8445110302,-3.36066599,Colmenares,3511
M1_TS_1500,Stygnidae,Stygnus_armatus,,St_Stygnus_armatus,3,100,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3512
M1_TS_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3513
M1_TS_1500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,3,100,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3514
M1_TS_1500,Escadabiidae,Gen1_sp1,,Es_Gen1_sp1,1,100,09/21/2012,-59.8445110302,-3.36066599,Colmenares,3515
M1_TS_1500,Neogoveidae,Gen1_sp1,,Ne_Gen1_sp1,1,100,09/21/2012,-59.8445110302,-3.36066599,Colmenares,3516
M1_TS_1500,Cosmetidae,Metalibitia_sp1,,Co_Metalibitia_sp1,1,100,09/21/2012,-59.8445110302,-3.36066599,Colmenares,3517
M1_TS_1500,Samoidae,Gen1_sp1,,Sa_Gen1_sp1,1,100,09/21/2012,-59.8445110302,-3.36066599,Colmenares,3518
M1_TS_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,100,09/21/2012,-59.8445110302,-3.36066599,Ferreira,3519
M1_TS_2500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,1,92,09/21/2012,-59.8348725121,-3.3580894768,Ferreira,3520
M1_TS_2500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,1,92,09/21/2012,-59.8348725121,-3.3580894768,Ferreira,3521
M1_TS_2500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,09/21/2012,-59.8348725121,-3.3580894768,Colmenares,3522
M1_TS_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/21/2012,-59.8348725121,-3.3580894768,Colmenares,3523
M1_TS_3500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,100,09/22/2012,-59.8270273861,-3.3561544307,Colmenares,3524
M1_TS_4500,Cosmetidae,Cynortellula_bimaculata,,Co_Cynortellula_bimaculata,1,100,09/22/2012,-59.8181726597,-3.3540858608,Ferreira,3525
M1_TS_4500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,3,100,09/22/2012,-59.8181726597,-3.3540858608,Ferreira,3526
M2_TN_0500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3527
M2_TN_0500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,1,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3528
M2_TN_0500,Cosmetidae,Taito_oblongatus,,Co_Taito_oblongatus,1,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3529
M2_TN_0500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3530
M2_TN_0500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3531
M2_TN_0500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,5,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3532
M2_TN_0500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,3,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3533
M2_TN_0500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,2,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3534
M2_TN_0500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,3,92,10/09/2012,-60.3316966659,-3.68750873526,Ferreira,3535
M2_TN_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,10/09/2012,-60.3316966659,-3.68750873526,Colmenares,3536
M2_TN_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,5,92,10/09/2012,-60.3316966659,-3.68750873526,Ferreira,3537
M2_TN_1500,Fissiphalliidae,Fissiphallius_tucupi,,Fi_Fissiphallius_tucupi,2,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3538
M2_TN_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,3,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3539
M2_TN_1500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,3,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3540
M2_TN_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,09/26/2012,-60.3235021,-3.6826495,Ferreira,3541
M2_TN_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,5,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3542
M2_TN_1500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,1,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3543
M2_TN_1500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,6,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3544
M2_TN_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,09/26/2012,-60.3235021,-3.6826495,Colmenares,3545
M2_TN_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,9,92,09/26/2012,-60.3235021,-3.6826495,Ferreira,3546
M2_TN_2500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3547
M2_TN_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3548
M2_TN_2500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,2,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3549
M2_TN_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3550
M2_TN_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3551
M2_TN_2500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3552
M2_TN_2500,Stygnidae,Gen1_sp1,,St_Gen1_sp1,1,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3553
M2_TN_2500,Fissiphalliidae,Fissiphallius_martensi,,Fi_Fissiphallius_martensi,1,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3554
M2_TN_2500,Agoristenidae,Avima_sp1,,Ag_Avima_sp1,2,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3555
M2_TN_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,4,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3556
M2_TN_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,4,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3557
M2_TN_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,9,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3558
M2_TN_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,3,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3559
M2_TN_2500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,4,92,10/09/2012,-60.3158259,-3.6779217,Ferreira,3560
M2_TN_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,5,92,10/09/2012,-60.3158259,-3.6779217,Colmenares,3561
M2_TN_3500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,2,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3562
M2_TN_3500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,4,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3563
M2_TN_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,3,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3564
M2_TN_3500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3565
M2_TN_3500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,3,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3566
M2_TN_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3567
M2_TN_3500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,2,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3568
M2_TN_3500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,3,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3569
M2_TN_3500,Agoristenidae,Avima_sp1,,Ag_Avima_sp1,1,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3570
M2_TN_3500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3571
M2_TN_3500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,2,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3572
M2_TN_3500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,3,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3573
M2_TN_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,5,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3574
M2_TN_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,16,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3575
M2_TN_3500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,8,92,10/08/2012,-60.3081604,-3.6731894,Ferreira,3576
M2_TN_3500,Zalmoxidae,Gen1_sp1,,Za_Gen1_sp1,1,92,10/08/2012,-60.3081604,-3.6731894,Colmenares,3577
M2_TS_0500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3578
M2_TS_0500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,4,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3579
M2_TS_0500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,2,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3580
M2_TS_0500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3581
M2_TS_0500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp2,4,92,10/07/2012,-60.3268409,-3.6951043,Colmenares,3582
M2_TS_0500,Sclerosomatidae,Gen1_sp1,a,Sc_Gen1_sp1_a,3,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3583
M2_TS_0500,Sclerosomatidae,Gen1_sp1,b,Sc_Gen1_sp1_b,3,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3584
M2_TS_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,3,92,10/07/2012,-60.3268409,-3.6951043,Colmenares,3585
M2_TS_0500,Sclerosomatidae,Gen1_sp1,a,Sc_Gen1_sp1_a,1,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3586
M2_TS_0500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,10/07/2012,-60.3268409,-3.6951043,Frontado,3587
M2_TS_1500,Zalmoxidae,Gen1_sp1,,Za_Gen1_sp1,2,100,10/07/2012,-60.3189989,-3.690508,Colmenares,3588
M2_TS_1500,Agoristenidae,Avima_sp1,,Ag_Avima_sp1,2,100,10/07/2012,-60.3189989,-3.690508,Colmenares,3589
M2_TS_1500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,10/07/2012,-60.3189989,-3.690508,Frontado,3590
M2_TS_1500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,10/07/2012,-60.3189989,-3.690508,Frontado,3591
M2_TS_1500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,10/07/2012,-60.3189989,-3.690508,Frontado,3592
M2_TS_1500,Agoristenidae,Avima_sp1,,Ag_Avima_sp1,1,92,10/07/2012,-60.3189989,-3.690508,Colmenares,3593
M2_TS_1500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,1,92,10/07/2012,-60.3189989,-3.690508,Colmenares,3594
M2_TS_1500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,2,92,10/07/2012,-60.3189989,-3.690508,Colmenares,3595
M2_TS_1500,Cosmetidae,Gen2_sp1,,Co_Gen2_sp1,1,92,10/07/2012,-60.3189989,-3.690508,Frontado,3596
M2_TS_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,10/07/2012,-60.3189989,-3.690508,Frontado,3597
M2_TS_1500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,1,92,10/07/2012,-60.3189989,-3.690508,Frontado,3598
M2_TS_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,6,92,10/07/2012,-60.3189989,-3.690508,Frontado,3599
M2_TS_1500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,3,92,10/07/2012,-60.3189989,-3.690508,Frontado,3600
M2_TS_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3601
M2_TS_2500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,1,92,10/08/2012,-60.3113017,-3.6858035,Frontado,3602
M2_TS_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,10/08/2012,-60.3113017,-3.6858035,Frontado,3603
M2_TS_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,2,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3604
M2_TS_2500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,2,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3605
M2_TS_2500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,3,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3606
M2_TS_2500,Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3607
M2_TS_2500,Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,3,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3608
M2_TS_2500,Sclerosomatidae,Gen1_sp1,,Sc_Gen1_sp1_a,3,92,10/08/2012,-60.3113017,-3.6858035,Frontado,3609
M2_TS_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,10/08/2012,-60.3113017,-3.6858035,Frontado,3610
M2_TS_2500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,1,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3611
M2_TS_2500,Zalmoxidae,Gen1_sp1,,Za_Gen1_sp1,2,92,10/08/2012,-60.3113017,-3.6858035,Colmenares,3612
M2_TS_2500,Agoristenidae,Gen1_sp1,,Ag_Gen1_sp1,2,100,10/08/2012,-60.3113017,-3.6858035,Colmenares,3613
M2_TS_3500,Stygnidae,protimesius_longipalpis,,St_Protimesius_longipalpis,1,92,09/27/2012,-60.3036022,-3.6811989,Ferreira,3614
M2_TS_3500,Manaosbiidae,Saramacia_lucasae,,Ma_Saramacia_lucasae,1,92,09/27/2012,-60.3036022,-3.6811989,Colmenares,3615
M2_TS_3500,Cosmetidae,Paecilaema_manifestum,,Co_Paecilaema_manifestum,1,92,09/27/2012,-60.3036022,-3.6811989,Ferreira,3616
M2_TS_3500,Sclerosomatidae,Gen2_sp1,,Sc_Gen2_sp1,2,92,09/27/2012,-60.3036022,-3.6811989,Ferreira,3617
M2_TS_3500,Sclerosomatidae,Gen1_sp1,a,Sc_Gen1_sp1_a,9,92,09/27/2012,-60.3036022,-3.6811989,Ferreira,3618
M2_TS_3500,Sclerosomatidae,Gen2_sp1,a,Sc_Gen1_sp1_a,9,92,09/27/2012,-60.3036022,-3.6811989,Ferreira,3619
M2_TS_4500,Stygnidae,Protimesius_longipalpis,,St_Protimesius_longipalpis,2,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3620
M2_TS_4500,Cosmetidae,Taito_spaceinvaders,,Co_Taito_spaceinvaders,3,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3621
M2_TS_4500,Stygnidae,Stygnus_pectinipes,,St_Stygnus_pectinipes,6,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3622
M2_TS_4500,Sclerosomatidae,Gen1_sp1,a,Sc_Gen1_sp1_a,5,92,09/27/2012,-60.296184,-3.6761514,Colmenares,3623
M2_TS_4500,Sclerosomatidae,Gen2_sp1,a,Sc_Gen2_sp1,4,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3624
M2_TS_4500,Sclerosomatidae,Gen2_sp1,a,Sc_Gen2_sp1,2,92,09/27/2012,-60.296184,-3.6761514,Ferreira,3625
